1.000000,60.000000,0.032176,0.971206
2.000000,60.000000,0.033247,1.879875
4.000000,60.000000,0.036089,3.463683
8.000000,60.000000,0.040950,6.105005
16.000000,60.000000,0.051550,9.699301
1.000000,70.000000,0.030312,1.030959
2.000000,70.000000,0.031847,1.962528
4.000000,70.000000,0.034074,3.668491
8.000000,70.000000,0.038449,6.502203
16.000000,70.000000,0.048804,10.245140
1.000000,80.000000,0.029568,1.056899
2.000000,80.000000,0.031099,2.009731
4.000000,80.000000,0.032292,3.870977
8.000000,80.000000,0.036192,6.907619
16.000000,80.000000,0.044700,11.185729
1.000000,90.000000,0.030071,1.039194
2.000000,90.000000,0.030270,2.064770
4.000000,90.000000,0.031935,3.914148
8.000000,90.000000,0.035535,7.035403
16.000000,90.000000,0.043406,11.519093
1.000000,100.000000,0.030906,1.011122
2.000000,100.000000,0.030795,2.029545
4.000000,100.000000,0.032775,3.813939
8.000000,100.000000,0.035339,7.074344
16.000000,100.000000,0.042874,11.661960
1.000000,10.000000,0.094697,0.329999
2.000000,10.000000,0.100016,0.624901
4.000000,10.000000,0.140948,0.886851
8.000000,10.000000,0.159230,1.570058
16.000000,10.000000,0.198165,2.523150
1.000000,20.000000,0.050565,0.618020
2.000000,20.000000,0.053907,1.159404
4.000000,20.000000,0.060328,2.072006
8.000000,20.000000,0.078303,3.192717
16.000000,20.000000,0.106241,4.706261
1.000000,30.000000,0.037298,0.837836
2.000000,30.000000,0.040118,1.557916
4.000000,30.000000,0.043983,2.842003
8.000000,30.000000,0.052273,4.782581
16.000000,30.000000,0.069679,7.175744
1.000000,40.000000,0.037491,0.833538
2.000000,40.000000,0.037621,1.661303
4.000000,40.000000,0.041966,2.909248
8.000000,40.000000,0.049371,5.063712
16.000000,40.000000,0.062707,7.973633
1.000000,50.000000,0.032148,0.972079
2.000000,50.000000,0.033888,1.844304
4.000000,50.000000,0.036521,3.422697
8.000000,50.000000,0.041715,5.852771
16.000000,50.000000,0.053434,9.357290
32.000000,10.000000,0.197821,5.055085
32.000000,20.000000,0.105891,9.443663
32.000000,30.000000,0.069162,14.458793
32.000000,40.000000,0.062853,15.910065
32.000000,50.000000,0.053423,18.718668
32.000000,60.000000,0.051639,19.365362
32.000000,70.000000,0.048844,20.473257
32.000000,80.000000,0.045560,21.948970
32.000000,90.000000,0.043383,23.050623
32.000000,100.000000,0.042959,23.277774
