1.000000,10.000000,0.028115,35.568798
2.000000,10.000000,0.036879,54.231355
4.000000,10.000000,0.050675,78.934919
8.000000,10.000000,0.070176,113.999718
16.000000,10.000000,0.104160,153.609358
32.000000,10.000000,0.177860,179.916960
1.000000,20.000000,0.021223,47.117688
2.000000,20.000000,0.022181,90.168081
4.000000,20.000000,0.028369,140.998089
8.000000,20.000000,0.038116,209.885745
16.000000,20.000000,0.055531,288.125590
32.000000,20.000000,0.094230,339.594494
1.000000,30.000000,0.019920,50.200380
2.000000,30.000000,0.021356,93.652197
4.000000,30.000000,0.025220,158.607022
8.000000,30.000000,0.028685,278.891199
16.000000,30.000000,0.039966,400.345003
32.000000,30.000000,0.067323,475.321208
1.000000,40.000000,0.019407,51.527969
2.000000,40.000000,0.020314,98.455275
4.000000,40.000000,0.024183,165.405652
8.000000,40.000000,0.026022,307.429099
16.000000,40.000000,0.032298,495.383642
32.000000,40.000000,0.054921,582.654505
1.000000,50.000000,0.019958,50.104221
2.000000,50.000000,0.020911,95.643104
4.000000,50.000000,0.023807,168.014504
8.000000,50.000000,0.025651,311.876453
16.000000,50.000000,0.027092,590.581929
32.000000,50.000000,0.044836,713.718777
1.000000,60.000000,0.020572,48.609131
2.000000,60.000000,0.021236,94.179409
4.000000,60.000000,0.024891,160.702396
8.000000,60.000000,0.026307,304.103211
16.000000,60.000000,0.028427,562.843624
32.000000,60.000000,0.042093,760.222096
1.000000,70.000000,0.019579,51.074141
2.000000,70.000000,0.020536,97.388227
4.000000,70.000000,0.024007,166.619900
8.000000,70.000000,0.024795,322.646556
16.000000,70.000000,0.026258,609.337799
32.000000,70.000000,0.040151,797.000775
1.000000,80.000000,0.019414,51.510092
2.000000,80.000000,0.020123,99.389441
4.000000,80.000000,0.024534,163.038199
8.000000,80.000000,0.024973,320.345037
16.000000,80.000000,0.026094,613.171692
32.000000,80.000000,0.038867,823.325977
1.000000,90.000000,0.019827,50.437514
2.000000,90.000000,0.020956,95.440324
4.000000,90.000000,0.023473,170.405626
8.000000,90.000000,0.025213,317.296293
16.000000,90.000000,0.025869,618.510543
32.000000,90.000000,0.037925,843.766352
1.000000,100.000000,0.019625,50.955263
2.000000,100.000000,0.020384,98.117527
4.000000,100.000000,0.023361,171.226099
8.000000,100.000000,0.025914,308.716856
16.000000,100.000000,0.025848,619.011739
32.000000,100.000000,0.032228,992.921435
